sep=;
OFA-1-082485-1;2024-01-23;N/A;XXX;2;20;13;1;{"d10":1};
OFA-1-082654-1;2024-01-24;N/A;TJHE;0;60;1127;0;;
OFA-1-082607-2;2024-01-24;N/A;TCGR;1;20;17;0;;
OFA-1-084357-1;2024-05-28;N/A;TLBL;1;100;17;3;{"d07":1,"d15":2};
OFA-1-084219-1;2024-06-26;TMAL;TKSZ;1;100;46;0;;
OFA-1-084831-1;2024-06-29;TMLA;TEBU;3;20;21;2;{"d26":1,"d11":1};
OFA-1-084295-1;2024-05-29;N/A;SSE;2;110;901;0;;
OFA-1-082753-1;2024-01-26;TFBR;TFAM;1;20;20;4;{"d26":1,"d02":1,"d11":2};
OFA-1-082540-1;2024-01-29;THKI;KSI;0;20;31;2;{"d00":1,"d13":1};
OFA-1-083878-1;2024-05-30;N/A;TMOL;0;100;49;1;{"d22":1};
OFA-1-084358-1;2024-05-31;AMA;XXX;0;20;25;1;{"d23":1};
OFA-1-084286-1;2024-06-03;N/A;VBO;2;100;10;0;;
OFA-1-079986-1;2023-05-09;N/A;XXX;2;40;469;0;;
OFA-1-082609-1;2024-01-30;N/A;TMSZ;0;110;681;0;;
OFA-1-082673-1;2024-01-26;N/A;SSE;2;104;991;0;;
OFA-1-082609-1;2024-01-29;N/A;SFO;2;104;980;0;;
OFA-1-082197-1;2024-01-08;TCKU;TMSZ;1;100;244;8;{"d24":1,"d01":1,"d06":1,"d08":1,"d13":2,"d16":2};
OFA-1-082653-1;2024-01-22;N/A;SSE;2;100;187;1;{"d00":1};pieces mal usinés
OFA-1-083889-1;2024-06-20;N/A;TBGO;1;50;973;0;;
OFA-1-081382-1;2023-10-18;WWW;TJHE;0;50;559;0;;
OFA-1-081680-1;2023-10-19;N/A;TJHE;0;60;882;0;;
OFA-1-081396-1;2023-10-20;N/A;TJHE;0;30;1423;0;;
OFA-1-081013-1;2023-10-21;WWW;TCGR;3;20;4;0;;
OFA-1-081155-1;2023-10-23;TLMA;TFMA;0;20;56;0;;
OFA-1-081505-1;2023-10-24;TAHE;SFO;2;80;40;9;{"d06":4,"d10":4,"d20":1};
OFA-1-081065-3;2023-10-25;WWW;TCGR;0;20;24;0;;
OFA-1-081474-1;2023-10-25;N/A;XXX;2;20;14;0;;POINTAGE TLBL
OFA-1-081065-1;2023-10-26;N/A;TJHE;0;30;233;0;;
OFA-1-081372-1;2023-10-26;TDSO;TMSZ;1;80;63;16;{"d01":1,"d26":1,"d06":5,"d13":7,"d16":1,"d21":1};
