"LOT_REFCOMPL";"LOT_RELEASED_QTY";"LOT_REJECT_RELEASED_QTY";"FAC_REFERENCE";"KEY";"SCS_STEP_NUMBER";"TAS_REF";"SCS_SHORT_DESCR";"TAL_RELEASE_QTY";"TAL_REJECTED_QTY";"TAL_BEGIN_REAL_DATE";"TAL_END_REAL_DATE"
"OFA-1-084370-1";"0";"0";"A295LAV";"LAVER-A295LAV";"70";"OP_LAVER";"Opération LAVER";"0";"0";"";""
"OFA-1-084370-1";"0";"0";"A990RET";"TRIER-A990RET";"60";"OP_TRIER";"Opération TRIER";"0";"0";"";""
"OFA-1-084370-1";"0";"0";"A650HOR";"CONTROLER-A650HOR";"50";"OP_CONTROLER";"Opération CONTROLER";"0";"0";"";""
"OFA-1-084370-1";"0";"0";"A630HOR";"LAVER-A630HOR";"40";"OP_LAVER";"Opération LAVER";"0";"0";"";""
"OFA-1-084370-1";"0";"0";"A665HOR";"POLIR / TROVALISER-A665HOR";"30";"OP_POLIR";"Opération POLIR / TROVALISER";"0";"0";"";""
"OFA-1-084370-1";"0";"0";"A640HOR";"EBAVURER-A640HOR";"20";"OP_EBAVURER";"Opération EBAVURER";"0";"0";"";""
"OFA-1-084370-1";"0";"0";"A700HOR";"TOURNER-A700HOR";"10";"OP_TOURNER";"Opération TOURNER";"0";"0";"";""
"OFA-1-084369-1";"963";"61";"A300CTR";"CONTROLER-A300CTR";"120";"OP_CTR+RAPPORT";"Opération CONTROLER";"963";"0";"2024-07-08 00:00:00";"2024-07-08 00:00:00"
"OFA-1-084369-1";"963";"61";"A450LOG";"CONDITIONNER-A450LOG";"110";"OP_CONDITIONNER";"Opération CONDITIONNER";"963";"0";"2024-07-08 00:00:00";"2024-07-08 00:00:00"
"OFA-1-084369-1";"963";"61";"A450MAN";"CONTROLER-A450MAN";"100";"OP_CONTROLER";"Opération CONTROLER";"963";"42";"2024-07-05 00:00:00";"2024-07-08 00:00:00"
"OFA-1-084369-1";"963";"61";"A990RET";"TRIER CONTROLE LIBERATOIRE-A990RET";"90";"OP_TRIER";"Opération TRIER CONTROLE LIBERATOIRE";"1005";"0";"2024-07-05 00:00:00";"2024-07-05 00:00:00"
"OFA-1-084369-1";"963";"61";"A450MAN";"CONTROLE LIBERATOIRE-A450MAN";"80";"OP_CONTROLER";"Opération CONTROLE LIBERATOIRE";"1005";"0";"2024-07-05 00:00:00";"2024-07-05 00:00:00"
"OFA-1-084369-1";"963";"61";"A295LAV";"LAVER-A295LAV";"70";"OP_LAVER";"Opération LAVER";"1005";"0";"2024-07-05 00:00:00";"2024-07-05 00:00:00"
"OFA-1-084369-1";"963";"61";"A990RET";"TRIER-A990RET";"60";"OP_TRIER";"Opération TRIER";"1005";"0";"2024-07-04 00:00:00";"2024-07-04 00:00:00"
"OFA-1-084369-1";"963";"61";"A650HOR";"CONTROLER-A650HOR";"50";"OP_CONTROLER";"Opération CONTROLER";"1005";"1";"2024-07-04 00:00:00";"2024-07-04 00:00:00"
"OFA-1-084369-1";"963";"61";"A630HOR";"LAVER-A630HOR";"40";"OP_LAVER";"Opération LAVER";"1006";"0";"2024-07-04 00:00:00";"2024-07-04 00:00:00"
"OFA-1-084369-1";"963";"61";"A665HOR";"POLIR / TROVALISER-A665HOR";"30";"OP_POLIR";"Opération POLIR / TROVALISER";"1006";"0";"2024-07-03 00:00:00";"2024-07-04 00:00:00"
"OFA-1-084369-1";"963";"61";"A640HOR";"EBAVURER-A640HOR";"20";"OP_EBAVURER";"Opération EBAVURER";"1006";"0";"2024-06-19 00:00:00";"2024-07-03 00:00:00"
"OFA-1-084369-1";"963";"61";"A700HOR019";"TOURNER-A700HOR019";"10";"OP_TOURNER";"Opération TOURNER";"1006";"18";"2024-06-03 00:00:00";"2024-06-13 00:00:00"
"OFA-1-084363-1";"961";"71";"A300CTR";"CONTROLER-A300CTR";"120";"OP_CTR+RAPPORT";"Opération CONTROLER";"961";"0";"2024-06-06 00:00:00";"2024-06-06 00:00:00"
"OFA-1-084363-1";"961";"71";"A450LOG";"CONDITIONNER-A450LOG";"110";"OP_CONDITIONNER";"Opération CONDITIONNER";"961";"0";"2024-06-05 00:00:00";"2024-06-05 00:00:00"
"OFA-1-084363-1";"961";"71";"A450MAN";"CONTROLER-A450MAN";"100";"OP_CONTROLER";"Opération CONTROLER";"961";"42";"2024-06-04 00:00:00";"2024-06-05 00:00:00"
"OFA-1-084363-1";"961";"71";"A990RET";"TRIER CONTROLE LIBERATOIRE-A990RET";"90";"OP_TRIER";"Opération TRIER CONTROLE LIBERATOIRE";"1003";"0";"2024-05-29 00:00:00";"2024-05-29 00:00:00"
"OFA-1-084363-1";"961";"71";"A450MAN";"CONTROLE LIBERATOIRE-A450MAN";"80";"OP_CONTROLER";"Opération CONTROLE LIBERATOIRE";"1003";"0";"2024-05-29 00:00:00";"2024-05-29 00:00:00"
"OFA-1-084363-1";"961";"71";"A295LAV";"LAVER-A295LAV";"70";"OP_LAVER";"Opération LAVER";"1003";"0";"2024-05-29 00:00:00";"2024-05-29 00:00:00"
"OFA-1-084363-1";"961";"71";"A990RET";"TRIER-A990RET";"60";"OP_TRIER";"Opération TRIER";"1003";"0";"2024-05-29 00:00:00";"2024-05-29 00:00:00"
"OFA-1-084363-1";"961";"71";"A650HOR";"CONTROLER-A650HOR";"50";"OP_CONTROLER";"Opération CONTROLER";"1003";"0";"2024-05-29 00:00:00";"2024-05-29 00:00:00"
"OFA-1-084363-1";"961";"71";"A630HOR";"LAVER-A630HOR";"40";"OP_LAVER";"Opération LAVER";"1003";"0";"2024-05-28 00:00:00";"2024-05-28 00:00:00"
"OFA-1-084363-1";"961";"71";"A665HOR";"POLIR / TROVALISER-A665HOR";"30";"OP_POLIR";"Opération POLIR / TROVALISER";"1003";"0";"2024-05-28 00:00:00";"2024-05-28 00:00:00"
"OFA-1-084363-1";"961";"71";"A640HOR";"EBAVURER-A640HOR";"20";"OP_EBAVURER";"Opération EBAVURER";"1003";"0";"2024-05-28 00:00:00";"2024-05-28 00:00:00"
"OFA-1-084363-1";"961";"71";"A720HOR037";"TOURNER-A720HOR037";"10";"OP_TOURNER";"Opération TOURNER";"1003";"29";"2024-05-08 00:00:00";"2024-05-16 00:00:00"
"OFA-1-084362-1";"0";"0";"A300CTR";"CONTROLER-A300CTR";"120";"OP_CTR+RAPPORT";"Opération CONTROLER";"0";"0";"";""
"OFA-1-084362-1";"0";"0";"A450LOG";"CONDITIONNER-A450LOG";"110";"OP_CONDITIONNER";"Opération CONDITIONNER";"0";"0";"";""
"OFA-1-084362-1";"0";"0";"A450MAN";"CONTROLER-A450MAN";"100";"OP_CONTROLER";"Opération CONTROLER";"0";"0";"";""
"OFA-1-084362-1";"0";"0";"A990RET";"TRIER CONTROLE LIBERATOIRE-A990RET";"90";"OP_TRIER";"Opération TRIER CONTROLE LIBERATOIRE";"0";"0";"";""
"OFA-1-084362-1";"0";"0";"A450MAN";"CONTROLE LIBERATOIRE-A450MAN";"80";"OP_CONTROLER";"Opération CONTROLE LIBERATOIRE";"0";"0";"";""
"OFA-1-084362-1";"0";"0";"A295LAV";"LAVER-A295LAV";"70";"OP_LAVER";"Opération LAVER";"0";"0";"";""
"OFA-1-084362-1";"0";"0";"A990RET";"TRIER-A990RET";"60";"OP_TRIER";"Opération TRIER";"0";"0";"2024-07-03 00:00:00";""
"OFA-1-084362-1";"0";"0";"A650HOR";"CONTROLER-A650HOR";"50";"OP_CONTROLER";"Opération CONTROLER";"995";"2";"2024-06-27 00:00:00";"2024-07-09 00:00:00"
"OFA-1-084362-1";"0";"0";"A630HOR014";"LAVER-A630HOR014";"40";"OP_LAVER";"Opération LAVER";"997";"0";"2024-06-26 00:00:00";"2024-06-26 00:00:00"
"OFA-1-084362-1";"0";"0";"A665HOR";"POLIR / TROVALISER-A665HOR";"30";"OP_POLIR";"Opération POLIR / TROVALISER";"997";"0";"2024-06-26 00:00:00";"2024-06-26 00:00:00"
"OFA-1-084362-1";"0";"0";"A640HOR";"EBAVURER-A640HOR";"20";"OP_EBAVURER";"Opération EBAVURER";"997";"15";"2024-06-21 00:00:00";"2024-06-26 00:00:00"
"OFA-1-084362-1";"0";"0";"A620HOR006";"TOURNER-A620HOR006";"10";"OP_TOURNER";"Opération TOURNER";"1012";"15";"2024-05-30 00:00:00";"2024-06-18 00:00:00"
"OFA-1-084361-1";"1026";"92";"A300CTR";"CONTROLER-A300CTR";"120";"OP_CTR+RAPPORT";"Opération CONTROLER";"1026";"0";"2024-05-31 00:00:00";"2024-05-31 00:00:00"
"OFA-1-084361-1";"1026";"92";"A450LOG";"CONDITIONNER-A450LOG";"110";"OP_CONDITIONNER";"Opération CONDITIONNER";"1026";"0";"2024-05-31 00:00:00";"2024-05-31 00:00:00"
"OFA-1-084361-1";"1026";"92";"A450MAN";"CONTROLER-A450MAN";"100";"OP_CONTROLER";"Opération CONTROLER";"1026";"70";"2024-05-30 00:00:00";"2024-05-31 00:00:00"
"OFA-1-084361-1";"1026";"92";"A990RET";"TRIER CONTROLE LIBERATOIRE-A990RET";"90";"OP_TRIER";"Opération TRIER CONTROLE LIBERATOIRE";"1096";"0";"2024-05-30 00:00:00";"2024-05-30 00:00:00"
"OFA-1-084361-1";"1026";"92";"A450MAN";"CONTROLE LIBERATOIRE-A450MAN";"80";"OP_CONTROLER";"Opération CONTROLE LIBERATOIRE";"1096";"0";"2024-05-30 00:00:00";"2024-05-30 00:00:00"
"OFA-1-084361-1";"1026";"92";"A295LAV";"LAVER-A295LAV";"70";"OP_LAVER";"Opération LAVER";"1096";"0";"2024-05-30 00:00:00";"2024-05-30 00:00:00"
"OFA-1-084361-1";"1026";"92";"A990RET";"TRIER-A990RET";"60";"OP_TRIER";"Opération TRIER";"1096";"0";"2024-05-30 00:00:00";"2024-05-30 00:00:00"
"OFA-1-084361-1";"1026";"92";"A650HOR";"CONTROLER-A650HOR";"50";"OP_CONTROLER";"Opération CONTROLER";"1096";"0";"2024-05-28 00:00:00";"2024-05-30 00:00:00"
"OFA-1-084361-1";"1026";"92";"A630HOR";"LAVER-A630HOR";"40";"OP_LAVER";"Opération LAVER";"1096";"0";"2024-05-28 00:00:00";"2024-05-28 00:00:00"
"OFA-1-084361-1";"1026";"92";"A665HOR";"POLIR / TROVALISER-A665HOR";"30";"OP_POLIR";"Opération POLIR / TROVALISER";"1096";"0";"2024-05-28 00:00:00";"2024-05-28 00:00:00"
"OFA-1-084361-1";"1026";"92";"A640HOR";"EBAVURER-A640HOR";"20";"OP_EBAVURER";"Opération EBAVURER";"1096";"0";"2024-05-28 00:00:00";"2024-05-28 00:00:00"
"OFA-1-084361-1";"1026";"92";"A720HOR037";"TOURNER-A720HOR037";"10";"OP_TOURNER";"Opération TOURNER";"1096";"22";"2024-05-17 00:00:00";"2024-05-24 00:00:00"
"OFA-1-084360-1";"1177";"40";"A300CTR";"CONTROLER-A300CTR";"120";"OP_CTR+RAPPORT";"Opération CONTROLER";"1177";"0";"2024-06-05 00:00:00";"2024-06-05 00:00:00"
"OFA-1-084360-1";"1177";"40";"A450LOG";"CONDITIONNER-A450LOG";"110";"OP_CONDITIONNER";"Opération CONDITIONNER";"1177";"0";"2024-06-04 00:00:00";"2024-06-04 00:00:00"
"OFA-1-084360-1";"1177";"40";"A450MAN";"CONTROLER-A450MAN";"100";"OP_CONTROLER";"Opération CONTROLER";"1177";"32";"2024-06-03 00:00:00";"2024-06-04 00:00:00"
"OFA-1-084360-1";"1177";"40";"A990RET";"TRIER CONTROLE LIBERATOIRE-A990RET";"90";"OP_TRIER";"Opération TRIER CONTROLE LIBERATOIRE";"1209";"0";"2024-05-31 00:00:00";"2024-05-31 00:00:00"
"OFA-1-084360-1";"1177";"40";"A450MAN";"CONTROLE LIBERATOIRE-A450MAN";"80";"OP_CONTROLER";"Opération CONTROLE LIBERATOIRE";"1209";"0";"2024-05-31 00:00:00";"2024-05-31 00:00:00"
"OFA-1-084360-1";"1177";"40";"A295LAV";"LAVER-A295LAV";"70";"OP_LAVER";"Opération LAVER";"1209";"0";"2024-05-31 00:00:00";"2024-05-31 00:00:00"
"OFA-1-084360-1";"1177";"40";"A990RET";"TRIER-A990RET";"60";"OP_TRIER";"Opération TRIER";"1209";"0";"2024-05-30 00:00:00";"2024-05-31 00:00:00"
"OFA-1-084360-1";"1177";"40";"A650HOR";"CONTROLER-A650HOR";"50";"OP_CONTROLER";"Opération CONTROLER";"1209";"0";"2024-05-30 00:00:00";"2024-05-30 00:00:00"
"OFA-1-084360-1";"1177";"40";"A630HOR008";"LAVER-A630HOR008";"40";"OP_LAVER";"Opération LAVER";"1209";"0";"2024-05-29 00:00:00";"2024-05-29 00:00:00"
"OFA-1-084360-1";"1177";"40";"A665HOR";"POLIR / TROVALISER-A665HOR";"30";"OP_POLIR";"Opération POLIR / TROVALISER";"1209";"0";"2024-05-29 00:00:00";"2024-05-29 00:00:00"
"OFA-1-084360-1";"1177";"40";"A640HOR";"EBAVURER-A640HOR";"20";"OP_EBAVURER";"Opération EBAVURER";"1209";"1";"2024-05-28 00:00:00";"2024-05-28 00:00:00"
"OFA-1-084360-1";"1177";"40";"A720HOR044";"TOURNER-A720HOR044";"10";"OP_TOURNER";"Opération TOURNER";"1210";"7";"2024-05-21 00:00:00";"2024-05-21 00:00:00"
"OFA-1-084359-1";"1087";"26";"A300CTR";"CONTROLER-A300CTR";"120";"OP_CTR+RAPPORT";"Opération CONTROLER";"1087";"0";"2024-05-21 00:00:00";"2024-05-21 00:00:00"
"OFA-1-084359-1";"1087";"26";"A450LOG";"CONDITIONNER-A450LOG";"110";"OP_CONDITIONNER";"Opération CONDITIONNER";"1087";"0";"2024-05-21 00:00:00";"2024-05-21 00:00:00"
"OFA-1-084359-1";"1087";"26";"A450MAN";"CONTROLER-A450MAN";"100";"OP_CONTROLER";"Opération CONTROLER";"1087";"26";"2024-05-17 00:00:00";"2024-05-17 00:00:00"
"OFA-1-084359-1";"1087";"26";"A990RET";"TRIER CONTROLE LIBERATOIRE-A990RET";"90";"OP_TRIER";"Opération TRIER CONTROLE LIBERATOIRE";"1113";"0";"2024-05-16 00:00:00";"2024-05-16 00:00:00"
"OFA-1-084359-1";"1087";"26";"A450MAN";"CONTROLE LIBERATOIRE-A450MAN";"80";"OP_CONTROLER";"Opération CONTROLE LIBERATOIRE";"1113";"0";"2024-05-16 00:00:00";"2024-05-16 00:00:00"
"OFA-1-084359-1";"1087";"26";"A295LAV";"LAVER-A295LAV";"70";"OP_LAVER";"Opération LAVER";"1113";"0";"2024-05-16 00:00:00";"2024-05-16 00:00:00"
"OFA-1-084359-1";"1087";"26";"A990RET";"TRIER-A990RET";"60";"OP_TRIER";"Opération TRIER";"1113";"0";"2024-05-16 00:00:00";"2024-05-16 00:00:00"
"OFA-1-084359-1";"1087";"26";"A650HOR";"CONTROLER-A650HOR";"50";"OP_CONTROLER";"Opération CONTROLER";"1113";"0";"2024-05-16 00:00:00";"2024-05-16 00:00:00"
"OFA-1-084359-1";"1087";"26";"A630HOR008";"LAVER-A630HOR008";"40";"OP_LAVER";"Opération LAVER";"1113";"0";"2024-05-15 00:00:00";"2024-05-15 00:00:00"
"OFA-1-084359-1";"1087";"26";"A665HOR";"POLIR / TROVALISER-A665HOR";"30";"OP_POLIR";"Opération POLIR / TROVALISER";"1113";"0";"2024-05-15 00:00:00";"2024-05-15 00:00:00"
"OFA-1-084359-1";"1087";"26";"A640HOR";"EBAVURER-A640HOR";"20";"OP_EBAVURER";"Opération EBAVURER";"1113";"0";"2024-05-15 00:00:00";"2024-05-15 00:00:00"
"OFA-1-084359-1";"1087";"26";"A720HOR036";"TOURNER-A720HOR036";"10";"OP_TOURNER";"Opération TOURNER";"1113";"0";"2024-05-03 00:00:00";"2024-05-13 00:00:00"
"OFA-1-084358-1";"738";"299";"A300CTR";"CONTROLER-A300CTR";"120";"OP_CTR+RAPPORT";"Opération CONTROLER";"738";"0";"2024-06-17 00:00:00";"2024-06-17 00:00:00"
"OFA-1-084358-1";"738";"299";"A450LOG";"CONDITIONNER-A450LOG";"110";"OP_CONDITIONNER";"Opération CONDITIONNER";"738";"0";"2024-06-17 00:00:00";"2024-06-17 00:00:00"
"OFA-1-084358-1";"738";"299";"A450MAN";"CONTROLER-A450MAN";"100";"OP_CONTROLER";"Opération CONTROLER";"738";"111";"2024-06-14 00:00:00";"2024-06-17 00:00:00"
"OFA-1-084358-1";"738";"299";"A990RET";"TRIER CONTROLE LIBERATOIRE-A990RET";"90";"OP_TRIER";"Opération TRIER CONTROLE LIBERATOIRE";"849";"0";"2024-06-12 00:00:00";"2024-06-12 00:00:00"
"OFA-1-084358-1";"738";"299";"A450MAN";"CONTROLE LIBERATOIRE-A450MAN";"80";"OP_CONTROLER";"Opération CONTROLE LIBERATOIRE";"849";"0";"2024-06-12 00:00:00";"2024-06-12 00:00:00"
"OFA-1-084358-1";"738";"299";"A295LAV";"LAVER-A295LAV";"70";"OP_LAVER";"Opération LAVER";"849";"0";"2024-06-12 00:00:00";"2024-06-12 00:00:00"
"OFA-1-084358-1";"738";"299";"A990RET";"TRIER-A990RET";"60";"OP_TRIER";"Opération TRIER";"849";"148";"2024-06-07 00:00:00";"2024-06-11 00:00:00"
"OFA-1-084358-1";"738";"299";"A650HOR";"CONTROLER-A650HOR";"50";"OP_CONTROLER";"Opération CONTROLER";"997";"5";"2024-06-05 00:00:00";"2024-06-05 00:00:00"
"OFA-1-084358-1";"738";"299";"A630HOR014";"LAVER-A630HOR014";"40";"OP_LAVER";"Opération LAVER";"1002";"0";"2024-06-04 00:00:00";"2024-06-04 00:00:00"
"OFA-1-084358-1";"738";"299";"A665HOR";"POLIR / TROVALISER-A665HOR";"30";"OP_POLIR";"Opération POLIR / TROVALISER";"1002";"0";"2024-06-04 00:00:00";"2024-06-04 00:00:00"
"OFA-1-084358-1";"738";"299";"A640HOR";"EBAVURER-A640HOR";"20";"OP_EBAVURER";"Opération EBAVURER";"1002";"25";"2024-05-30 00:00:00";"2024-06-04 00:00:00"
"OFA-1-084358-1";"738";"299";"A720HOR042";"TOURNER-A720HOR042";"10";"OP_TOURNER";"Opération TOURNER";"1027";"10";"2024-05-16 00:00:00";"2024-05-16 00:00:00"
"OFA-1-084357-1";"1056";"40";"A300CTR";"CONTROLER-A300CTR";"120";"OP_CTR+RAPPORT";"Opération CONTROLER";"1056";"0";"2024-05-29 00:00:00";"2024-05-29 00:00:00"
"OFA-1-084357-1";"1056";"40";"A450LOG";"CONDITIONNER-A450LOG";"110";"OP_CONDITIONNER";"Opération CONDITIONNER";"1056";"0";"2024-05-29 00:00:00";"2024-05-29 00:00:00"
"OFA-1-084357-1";"1056";"40";"A450MAN";"CONTROLER-A450MAN";"100";"OP_CONTROLER";"Opération CONTROLER";"1056";"39";"2024-05-27 00:00:00";"2024-05-29 00:00:00"
"OFA-1-084357-1";"1056";"40";"A990RET";"TRIER CONTROLE LIBERATOIRE-A990RET";"90";"OP_TRIER";"Opération TRIER CONTROLE LIBERATOIRE";"1095";"0";"2024-05-27 00:00:00";"2024-05-27 00:00:00"
"OFA-1-084357-1";"1056";"40";"A450MAN";"CONTROLE LIBERATOIRE-A450MAN";"80";"OP_CONTROLER";"Opération CONTROLE LIBERATOIRE";"1095";"0";"2024-05-27 00:00:00";"2024-05-27 00:00:00"
"OFA-1-084357-1";"1056";"40";"A295LAV";"LAVER-A295LAV";"70";"OP_LAVER";"Opération LAVER";"1095";"0";"2024-05-27 00:00:00";"2024-05-27 00:00:00"
"OFA-1-084357-1";"1056";"40";"A990RET";"TRIER-A990RET";"60";"OP_TRIER";"Opération TRIER";"1095";"0";"2024-05-24 00:00:00";"2024-05-24 00:00:00"
"OFA-1-084357-1";"1056";"40";"A650HOR";"CONTROLER-A650HOR";"50";"OP_CONTROLER";"Opération CONTROLER";"1095";"1";"2024-05-24 00:00:00";"2024-05-24 00:00:00"
"OFA-1-084357-1";"1056";"40";"A630HOR014";"LAVER-A630HOR014";"40";"OP_LAVER";"Opération LAVER";"1096";"0";"2024-05-23 00:00:00";"2024-05-23 00:00:00"
"OFA-1-084357-1";"1056";"40";"A665HOR";"POLIR / TROVALISER-A665HOR";"30";"OP_POLIR";"Opération POLIR / TROVALISER";"1096";"0";"2024-05-23 00:00:00";"2024-05-23 00:00:00"
"OFA-1-084357-1";"1056";"40";"A640HOR";"EBAVURER-A640HOR";"20";"OP_EBAVURER";"Opération EBAVURER";"1096";"0";"2024-05-23 00:00:00";"2024-05-23 00:00:00"
"OFA-1-084357-1";"1056";"40";"A720HOR043";"TOURNER-A720HOR043";"10";"OP_TOURNER";"Opération TOURNER";"1096";"0";"2024-05-13 00:00:00";"2024-05-19 00:00:00"
"OFA-1-084356-1";"885";"213";"A300CTR";"CONTROLER-A300CTR";"120";"OP_CTR+RAPPORT";"Opération CONTROLER";"885";"0";"2024-05-23 00:00:00";"2024-05-23 00:00:00"
"OFA-1-084356-1";"885";"213";"A450LOG";"CONDITIONNER-A450LOG";"110";"OP_CONDITIONNER";"Opération CONDITIONNER";"885";"1";"2024-05-22 00:00:00";"2024-05-22 00:00:00"
"OFA-1-084356-1";"885";"213";"A450MAN";"CONTROLER-A450MAN";"100";"OP_CONTROLER";"Opération CONTROLER";"886";"206";"2024-05-21 00:00:00";"2024-05-22 00:00:00"
"OFA-1-084356-1";"885";"213";"A990RET";"TRIER CONTROLE LIBERATOIRE-A990RET";"90";"OP_TRIER";"Opération TRIER CONTROLE LIBERATOIRE";"1092";"0";"2024-05-17 00:00:00";"2024-05-17 00:00:00"
"OFA-1-084356-1";"885";"213";"A450MAN";"CONTROLE LIBERATOIRE-A450MAN";"80";"OP_CONTROLER";"Opération CONTROLE LIBERATOIRE";"1092";"0";"2024-05-17 00:00:00";"2024-05-17 00:00:00"
"OFA-1-084356-1";"885";"213";"A295LAV";"LAVER-A295LAV";"70";"OP_LAVER";"Opération LAVER";"1092";"0";"2024-05-17 00:00:00";"2024-05-17 00:00:00"
"OFA-1-084356-1";"885";"213";"A990RET";"TRIER-A990RET";"60";"OP_TRIER";"Opération TRIER";"1092";"0";"2024-05-16 00:00:00";"2024-05-16 00:00:00"
"OFA-1-084356-1";"885";"213";"A650HOR011";"CONTROLER-A650HOR011";"50";"OP_CONTROLER";"Opération CONTROLER";"1092";"0";"2024-05-15 00:00:00";"2024-05-16 00:00:00"
"OFA-1-084356-1";"885";"213";"A630HOR008";"LAVER-A630HOR008";"40";"OP_LAVER";"Opération LAVER";"1092";"0";"2024-05-15 00:00:00";"2024-05-15 00:00:00"
"OFA-1-084356-1";"885";"213";"A665HOR";"POLIR / TROVALISER-A665HOR";"30";"OP_POLIR";"Opération POLIR / TROVALISER";"1092";"0";"2024-05-15 00:00:00";"2024-05-15 00:00:00"
"OFA-1-084356-1";"885";"213";"A640HOR";"EBAVURER-A640HOR";"20";"OP_EBAVURER";"Opération EBAVURER";"1092";"0";"2024-05-14 00:00:00";"2024-05-14 00:00:00"
"OFA-1-084356-1";"885";"213";"A720HOR043";"TOURNER-A720HOR043";"10";"OP_TOURNER";"Opération TOURNER";"1092";"6";"2024-05-13 00:00:00";"2024-05-13 00:00:00"
"OFA-1-084335-1";"0";"0";"A304ENG";"Ingénieur-A304ENG";"130";"OP_LIBERER ING";"Libération Ingénieur";"880";"0";"2024-07-03 00:00:00";"2024-07-10 00:00:00"
"OFA-1-084335-1";"0";"0";"A300CTR";"CONTROLER-A300CTR";"120";"OP_CTR+RAPPORT";"Opération CONTROLER";"880";"0";"2024-07-03 00:00:00";"2024-07-10 00:00:00"
"OFA-1-084335-1";"0";"0";"A450LOG";"CONDITIONNER-A450LOG";"116";"OP_CONDITIONNER";"Opération CONDITIONNER";"880";"0";"2024-07-10 00:00:00";"2024-07-10 00:00:00"
"OFA-1-084335-1";"0";"0";"A450MAN";"CONTROLER-A450MAN";"114";"OP_CONTROLER";"Opération CONTROLER";"880";"11";"2024-07-09 00:00:00";"2024-07-09 00:00:00"
"OFA-1-084335-1";"0";"0";"A990RET";"TRIER-A990RET";"112";"OP_TRIER";"Opération TRIER";"891";"4";"2024-07-04 00:00:00";"2024-07-08 00:00:00"
"OFA-1-084335-1";"0";"0";"A450LOG";"CONDITIONNER-A450LOG";"110";"OP_CONDITIONNER";"Opération CONDITIONNER";"895";"0";"2024-07-02 00:00:00";"2024-07-02 00:00:00"
"OFA-1-084335-1";"0";"0";"A450MAN";"CONTROLE-A450MAN";"100";"OP_CONTROLER";"Opération CONTROLE";"895";"48";"2024-07-02 00:00:00";"2024-07-02 00:00:00"
"OFA-1-084335-1";"0";"0";"A990RET";"TRIER CONTROLE LIBERATOIRE-A990RET";"90";"OP_TRIER";"Opération TRIER CONTROLE LIBERATOIRE";"943";"0";"2024-07-01 00:00:00";"2024-07-01 00:00:00"
"OFA-1-084335-1";"0";"0";"A450MAN";"CONTROLE LIBERATOIRE-A450MAN";"80";"OP_CONTROLER";"Opération CONTROLE LIBERATOIRE";"943";"0";"2024-07-01 00:00:00";"2024-07-01 00:00:00"
"OFA-1-084335-1";"0";"0";"A295LAV";"LAVER-A295LAV";"70";"OP_LAVER";"Opération LAVER";"943";"0";"2024-07-01 00:00:00";"2024-07-01 00:00:00"
"OFA-1-084335-1";"0";"0";"A990RET";"RETOUCHER-A990RET";"60";"OP_RETOUCHER";"Opération RETOUCHER";"943";"0";"2024-06-28 00:00:00";"2024-06-28 00:00:00"
"OFA-1-084335-1";"0";"0";"A650HOR011";"CONTROLER-A650HOR011";"50";"OP_CONTROLER";"Opération CONTROLER";"943";"0";"2024-06-28 00:00:00";"2024-06-28 00:00:00"
"OFA-1-084335-1";"0";"0";"A630HOR008";"LAVER-A630HOR008";"40";"OP_LAVER";"Opération LAVER";"943";"0";"2024-06-27 00:00:00";"2024-06-27 00:00:00"
"OFA-1-084335-1";"0";"0";"A665HOR";"POLIR / TROVALISER-A665HOR";"30";"OP_POLIR";"Opération POLIR / TROVALISER";"943";"0";"2024-06-27 00:00:00";"2024-06-27 00:00:00"
"OFA-1-084335-1";"0";"0";"A640HOR";"EBAVURER-A640HOR";"20";"OP_EBAVURER";"Opération EBAVURER";"943";"3";"2024-06-04 00:00:00";"2024-06-27 00:00:00"
"OFA-1-084335-1";"0";"0";"A700HOR018";"TOURNER-A700HOR018";"10";"OP_TOURNER";"Opération TOURNER";"946";"33";"2024-05-07 00:00:00";"2024-05-07 00:00:00"
"OFA-1-084297-1";"857";"87";"A300CTR";"CONTROLER-A300CTR";"120";"OP_CTR+RAPPORT";"Opération CONTROLER";"857";"0";"2024-07-05 00:00:00";"2024-07-05 00:00:00"
"OFA-1-084297-1";"857";"87";"A450LOG";"CONDITIONNER-A450LOG";"110";"OP_CONDITIONNER";"Opération CONDITIONNER";"857";"0";"2024-07-05 00:00:00";"2024-07-05 00:00:00"
"OFA-1-084297-1";"857";"87";"A450MAN";"CONTROLER-A450MAN";"100";"OP_CONTROLER";"Opération CONTROLER";"857";"38";"2024-07-05 00:00:00";"2024-07-05 00:00:00"
"OFA-1-084297-1";"857";"87";"A990RET";"TRIER CONTROLE LIBERATOIRE-A990RET";"90";"OP_TRIER";"Opération TRIER CONTROLE LIBERATOIRE";"895";"0";"2024-07-05 00:00:00";"2024-07-05 00:00:00"
"OFA-1-084297-1";"857";"87";"A450MAN";"CONTROLE LIBERATOIRE-A450MAN";"80";"OP_CONTROLER";"Opération CONTROLE LIBERATOIRE";"895";"0";"2024-07-04 00:00:00";"2024-07-05 00:00:00"
"OFA-1-084297-1";"857";"87";"A295LAV";"LAVER-A295LAV";"70";"OP_LAVER";"Opération LAVER";"895";"0";"2024-07-04 00:00:00";"2024-07-04 00:00:00"
